subject_id	subject_label	predicate_id	predicate_label	object_id	object_label	match_type	mapping_provider
SCDO:0000182	Capillary Electrophoresis	oio:hasDbXref	database cross reference	MESH:D019075		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0002798	Pharmacogenomic Variants	oio:hasDbXref	database cross reference	MESH:D000071184		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000437	Epidemiologic Studies	oio:hasDbXref	database cross reference	MESH:D016021		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000801	Neurological Rehabilitation	oio:hasDbXref	database cross reference	MESH:D000066530		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000610	Increased Red Blood Cell Count	oio:hasDbXref	database cross reference	HP:0020059		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001466	Consent	oio:hasDbXref	database cross reference	NCIT:C25460		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000765	Genetic Phenomena	oio:hasDbXref	database cross reference	MESH:D055614		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000832	Ophthalmologic Complication	oio:hasDbXref	database cross reference	NCIT:C115319		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0006301	Abnormality of the Skeletal System	oio:hasDbXref	database cross reference	HP:0000924		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000808	Nocturia	oio:hasDbXref	database cross reference	MESH:D053158		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000668	Malaria Chemoprophylaxis	oio:hasDbXref	database cross reference	IDOMAL:0000122		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000965	obsolete Randomized Controlled Trial	oio:hasDbXref	database cross reference	MESH:D016449		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000677	Separated	oio:hasDbXref	database cross reference	NCIT:C156541		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000403	Dysarthria	oio:hasDbXref	database cross reference	HP:0001260		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001144	Thalassemia	oio:hasDbXref	database cross reference	DOID:10241		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000593	Hyperpigmentation	oio:hasDbXref	database cross reference	MESH:D017495		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000347	Common Data Element	oio:hasDbXref	database cross reference	NCIT:C19984		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000179	causes condition	oio:hasDbXref	database cross reference	RO:0003303		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000883	Perinatal Death	oio:hasDbXref	database cross reference	MP:0002081		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0004623	Codon	oio:hasDbXref	database cross reference	MESH:D003062		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000909	Pneumococcal 10-Valent Conjugate Vaccine	oio:hasDbXref	database cross reference	NCIT:C97120		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003901	Corticosteroid	oio:hasDbXref	database cross reference	CHEBI:50858		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000540	Visit Date	oio:hasDbXref	database cross reference	NCIT:C83031		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000981	Religion	oio:hasDbXref	database cross reference	MESH:D012067		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000369	Diabetic Ketoacidosis	oio:hasDbXref	database cross reference	DOID:1837		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001325	Flow Cytometer	oio:hasDbXref	database cross reference	NPO:1769		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000079	Aspartate Aminotransferase Blood Test	oio:hasDbXref	database cross reference	NCIT:C64467		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000487	Health Behaviour	oio:hasDbXref	database cross reference	APAONTO:Health_Behavior		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000037	term replaced by	oio:hasDbXref	database cross reference	IAO:0100001		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003572	Consent Form	oio:hasDbXref	database cross reference	MESH:D032962		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000541	Abnormal Circulating Creatinine Level	oio:hasDbXref	database cross reference	HP:0012100		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000667	Decreased Serum Alkaline Phosphatase	oio:hasDbXref	database cross reference	HP:0003282		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000756	Tympanic Temperature	oio:hasDbXref	database cross reference	VSO:0000045		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000142	Spectrophotometry	oio:hasDbXref	database cross reference	BAO:0000049		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000427	Ethical Principle	oio:hasDbXref	database cross reference	GSSO:003239		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000357	Self Reported Educational Attainment	oio:hasDbXref	database cross reference	EFO:0004784		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000356	Altitude	oio:hasDbXref	database cross reference	CSP:1035-6505		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000630	Increased Hemoglobin A2	oio:hasDbXref	database cross reference	HP:0045048		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001342	Gene-Environment Interaction	oio:hasDbXref	database cross reference	MESH:D059647		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000285	Abnormal Erythrocyte Morphology	oio:hasDbXref	database cross reference	HP:0001877		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000949	Quality of Life	oio:hasDbXref	database cross reference	NCIT:C17047		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0008915	Blood Smear	oio:hasDbXref	database cross reference	NCIT:C79903		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0007383	Pulmonary Infiltrate	oio:hasDbXref	database cross reference	NCIT:C102531		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000270	Abnormality of Reproductive System Physiology	oio:hasDbXref	database cross reference	HP:0000080		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000641	Increased Red Blood Cell Distribution Width	oio:hasDbXref	database cross reference	MP:0010067		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000497	Healthy Diet	oio:hasDbXref	database cross reference	MESH:D000072001		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000167	Built Environment	oio:hasDbXref	database cross reference	ExO:0000048		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001111	Stroke	oio:hasDbXref	database cross reference	HP:0001297		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0009774	Intrahepatic Cholestasis	oio:hasDbXref	database cross reference	HP:0001406		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000344	Delta Thalassemia	oio:hasDbXref	database cross reference	MESH:D055538		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000586	Hypergonadotropic Hypogonadism	oio:hasDbXref	database cross reference	HP:0000815		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000576	Hydration Therapy	oio:hasDbXref	database cross reference	NCIT:C66896		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000844	Osteoporosis	oio:hasDbXref	database cross reference	DOID:11476		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000307	Hepatitis C Antibody Test	oio:hasDbXref	database cross reference	NCIT:C92535		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000768	Molecular Profiling Assay	oio:hasDbXref	database cross reference	NCIT:C19771		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000354	Health Risk Behavior	oio:hasDbXref	database cross reference	MESH:D000073599		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000261	Avitaminosis	oio:hasDbXref	database cross reference	MESH:D001361		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000569	History of Transfusion	oio:hasDbXref	database cross reference	NCIT:C30142		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000920	Preterm Delivery	oio:hasDbXref	database cross reference	HP:0001622		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0005446	Fetal Hemoglobin	oio:hasDbXref	database cross reference	MESH:D005319		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001041	Seroepidemiologic Studies	oio:hasDbXref	database cross reference	MESH:D016036		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000995	Respiratory System Measurement	oio:hasDbXref	database cross reference	CMO:0000094		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000636	Increased Mean Corpuscular Hemoglobin Concentration	oio:hasDbXref	database cross reference	MP:0005641		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000351	Pulse Oximetry	oio:hasDbXref	database cross reference	NCIT:C38085		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001329	Folic Acid	oio:hasDbXref	database cross reference	MESH:D005492		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001112	Stroke Impact Measure	oio:hasDbXref	database cross reference	phenX:820800		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000330	D57.80 Other sickle-cell disorders without crisis	oio:hasDbXref	database cross reference	ICD10CM:D57.80		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000268	Abnormality of the Musculature	oio:hasDbXref	database cross reference	HP:0003011		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000095	Back Pain	oio:hasDbXref	database cross reference	HP:0003418		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000045	Alpha-Adrenergic Agents	oio:hasDbXref	database cross reference	MESH:D000316		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000986	Renal Tubular Acidosis	oio:hasDbXref	database cross reference	DOID:14219		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0002245	Abnormality of Cardiovascular System	oio:hasDbXref	database cross reference	HP:0001626		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0300006	Information Disclosure	oio:hasDbXref	database cross reference	MESH:D030881		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000393	SP1 Gene	oio:hasDbXref	database cross reference	NCIT:C20711		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000071	Arterial Blood Gas Test	oio:hasDbXref	database cross reference	ERO:0000533		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000917	Pragmatic Clinical Trial	oio:hasDbXref	database cross reference	MESH:D065007		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0009445	Renal Papillary Necrosis	oio:hasDbXref	database cross reference	EFO:1001004		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000973	Red Blood Cell Count	oio:hasDbXref	database cross reference	CMO:0000025		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000066	Hemoglobin F Test	oio:hasDbXref	database cross reference	NCIT:C92262		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000508	Hematuria	oio:hasDbXref	database cross reference	MESH:D006417		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001303	Exchange Transfusion, Whole Blood	oio:hasDbXref	database cross reference	MESH:D005078		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000265	Coma	oio:hasDbXref	database cross reference	HP:0001259		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000467	Serum Haptoglobin Level	oio:hasDbXref	database cross reference	CMO:0002520		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001381	Hemoglobin Subunit Epsilon	oio:hasDbXref	database cross reference	NCIT:C84979		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000791	Nasal Decongestants	oio:hasDbXref	database cross reference	MESH:D014663		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000464	Granulomatosis	oio:hasDbXref	database cross reference	HP:0002955		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001102	Spondylolisthesis	oio:hasDbXref	database cross reference	HP:0003302		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000399	Pregnancy Complication	oio:hasDbXref	database cross reference	NCIT:C34941		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000834	Ophthalmoscope	oio:hasDbXref	database cross reference	MESH:D019721		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000453	Description of Future Data Use	oio:hasDbXref	database cross reference	ICO:0000304		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000523	Hemoglobin Concentration	oio:hasDbXref	database cross reference	CMO:0000506		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000346	Reproductive History	oio:hasDbXref	database cross reference	NCIT:C17655		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000952	Quality of Life in Sickle Cell Disease Measure	oio:hasDbXref	database cross reference	phenX:820200		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000613	Imaging Transcranial Doppler Ultrasonography	oio:hasDbXref	database cross reference	NCIT:C122931		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000716	Breaths per Minute	oio:hasDbXref	database cross reference	NCIT:C49674		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000265	Coma	oio:hasDbXref	database cross reference	MEDLINEPLUS:C0009421		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000713	Degree Celsius	oio:hasDbXref	database cross reference	NCIT:C42559		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000369	Diabetic Ketoacidosis	oio:hasDbXref	database cross reference	HP:0001953		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000612	Abnormal Leukocyte Morphology	oio:hasDbXref	database cross reference	HP:0001881		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000872	Patient Symptom Report	oio:hasDbXref	database cross reference	OGMS:0000088		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0008145	Macroscopic Hematuria	oio:hasDbXref	database cross reference	HP:0012587		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000437	Abnormal Circulating Metabolite Concentration	oio:hasDbXref	database cross reference	HP:0032180		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000245	Poikilocytosis	oio:hasDbXref	database cross reference	HP:0004447		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000983	Renal Dialysis	oio:hasDbXref	database cross reference	MESH:D006435		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0002780	Abnormality of the Endocrine System	oio:hasDbXref	database cross reference	HP:0000818		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000017	Acute Kidney Injury	oio:hasDbXref	database cross reference	HP:0001919		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000254	obsolete Clinical Trial	oio:hasDbXref	database cross reference	MESH:D016430		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000609	Decreased Red Blood Cell Count	oio:hasDbXref	database cross reference	HP:0020060		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000349	Fungal Infection	oio:hasDbXref	database cross reference	NCIT:C3245		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000712	Temperature Unit	oio:hasDbXref	database cross reference	UO:0000005		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000153	Bone Fragility	oio:hasDbXref	database cross reference	HP:0002659		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000026	Adult Migraine Questionnaire	oio:hasDbXref	database cross reference	phenX:130501		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000591	Hyperostosis	oio:hasDbXref	database cross reference	DOID:205		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000725	Measure of Frequency of Sickle Cell Pain Episodes	oio:hasDbXref	database cross reference	phenX:830100		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000370	Abnormality of the Spleen	oio:hasDbXref	database cross reference	HP:0001743		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000507	cells/µL	oio:hasDbXref	database cross reference	UO:0000316		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000722	Mean Corpuscular Hemoglobin Level	oio:hasDbXref	database cross reference	CMO:0000290		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000274	Abnormality of the Integument	oio:hasDbXref	database cross reference	HP:0001574		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000192	Causal Adverse Drug Event Due to Drug-Drug Interaction	oio:hasDbXref	database cross reference	OAE:0000179		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000793	Nephritis	oio:hasDbXref	database cross reference	DOID:10952		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001218	obsolete Urology	oio:hasDbXref	database cross reference	NCIT:C17243		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001945	Iron Overload	oio:hasDbXref	database cross reference	NCIT:C78393		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001100	Spirometry	oio:hasDbXref	database cross reference	NCIT:C85397		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0005379	Database	oio:hasDbXref	database cross reference	MESH:D019991		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001113	Stroke Impact Scale (SIS)	oio:hasDbXref	database cross reference	phenX:820701		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000644	Percent	oio:hasDbXref	database cross reference	UO:0000187		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0007326	Hepatosplenomegaly	oio:hasDbXref	database cross reference	HP:0001433		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0004802	Asymptomatic	oio:hasDbXref	database cross reference	NCIT:C3833		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000848	Oxygen Saturation	oio:hasDbXref	database cross reference	CMO:0001324		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000649	Elevated Serum Creatinine	oio:hasDbXref	database cross reference	HP:0003259		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000804	NIH Stroke Scale (NIHSS)	oio:hasDbXref	database cross reference	phenX:820801		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000278	Abnormality of the Thyroid Gland	oio:hasDbXref	database cross reference	HP:0000820		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000042	Alpha Thalassemia	oio:hasDbXref	database cross reference	DOID:1099		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000499	Heart Contraction Pressure	oio:hasDbXref	database cross reference	CMO:0000665		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000176	exacerbates condition	oio:hasDbXref	database cross reference	RO:0003309		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000317	Heart Measurement	oio:hasDbXref	database cross reference	CMO:0000670		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000552	Hemoglobinopathy	oio:hasDbXref	database cross reference	NCIT:C3092		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000473	Clinical or Research Assessment Answer	oio:hasDbXref	database cross reference	NCIT:C91106		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000100	Bacterial Infection	oio:hasDbXref	database cross reference	NCIT:C2890		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000982	Renal Artery Stenosis	oio:hasDbXref	database cross reference	HP:0001920		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000086	Asthma	oio:hasDbXref	database cross reference	MESH:D001249		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000008	Hemoglobin M	oio:hasDbXref	database cross reference	MESH:D006449		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001096	Spectrophotometer	oio:hasDbXref	database cross reference	OBI:0400115		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0007371	Hypochromic Anemia	oio:hasDbXref	database cross reference	HP:0001931		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000008	deprecated Abnormality of Erythrocytes	oio:hasDbXref	database cross reference	HP:0001877		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0006036	Minor	oio:hasDbXref	database cross reference	MESH:D033242		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000816	Obesity	oio:hasDbXref	database cross reference	HP:0001513		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003024	Abnormality of the Face	oio:hasDbXref	database cross reference	HP:0000271		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000286	Coping Skill	oio:hasDbXref	database cross reference	MESH:D000223		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003929	Multiplex Ligation-Dependent Probe Amplification	oio:hasDbXref	database cross reference	NCIT:C116161		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000283	Abnormal Glucose Homeostasis	oio:hasDbXref	database cross reference	HP:0011014		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001077	Slit Lamp	oio:hasDbXref	database cross reference	MESH:D066167		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0006905	Hypersplenism	oio:hasDbXref	database cross reference	EFO:1000975		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000420	Data Storage	oio:hasDbXref	database cross reference	NCIT:C142494		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001322	Serum Ferritin Test	oio:hasDbXref	database cross reference	phenX:811301		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0005722	Genetic Structure	oio:hasDbXref	database cross reference	MESH:D040342		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000169	S-Nitroso-Hemoglobin	oio:hasDbXref	database cross reference	NCIT:C107564		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001137	Systemic Lupus Erythematosus	oio:hasDbXref	database cross reference	DOID:9074		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000913	Polymerase Chain Reaction	oio:hasDbXref	database cross reference	OBI:0000415		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0004047	Genetic Polymorphism	oio:hasDbXref	database cross reference	NCIT:C17004		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000795	Nephropathy	oio:hasDbXref	database cross reference	HP:0000112		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001330	Follow-Up Studies	oio:hasDbXref	database cross reference	MESH:D005500		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000004	abbreviation	oio:hasDbXref	database cross reference	http://www.ontobee.org/ontology/UBERONiri=uberon/core%23ABBREVIATION		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000358	Hemoglobin Subunit Beta	oio:hasDbXref	database cross reference	NCIT:C84983		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003672	Mild Anemia	oio:hasDbXref	database cross reference	NCIT:C82909		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
